dealstatus,same_sector,same_country,target_sector,acquiror_sector,deal_type,roa_target,initial_stake
0,True,True,Other,Other,acquisition_100%,-0.849513,0.0
0,False,False,Publishing,Other,acquisition_100%,0.099624,0.0
0,False,False,Machinery,Other,acquisition_100%,-0.651251,0.0
0,True,True,Other,Other,merger,0.011835,0.0
0,False,True,Other,Other,acquisition_100%,-0.165345,0.0
1,False,True,Gas,Primary,acquisition_100%,0.049373,0.0
1,True,True,Other,Other,acquisition_100%,-10.666667,0.0
1,False,True,Other,Wholesale,acquisition_other%,-0.534873,0.0
0,False,True,Wholesale,Other,acquisition_100%,0.067805,0.0
0,True,True,Other,Other,acquisition_100%,-0.981595,0.0
1,False,True,Chemicals,Other,acquisition_100%,-1.328278,0.0
1,False,True,Other,Machinery,acquisition_other%,0.007372,0.0
0,True,True,Other,Other,acquisition_100%,0.000127,0.0
1,True,True,Other,Other,acquisition_100%,0.146418,0.0
0,False,True,Primary,Other,acquisition_100%,0.092699,0.0
1,True,True,Other,Other,acquisition_100%,-0.144533,0.0
1,True,True,Wholesale,Wholesale,acquisition_100%,0.0333,0.0
0,True,True,Other,Other,acquisition_100%,-1.020292,0.0
1,True,True,Metals,Metals,acquisition_100%,-0.067163,0.0
1,False,True,Other,Other,acquisition_100%,-0.165345,0.0
0,False,True,Wholesale,Other,acquisition_other%,0.070801,0.0
1,False,True,Machinery,Wholesale,acquisition_100%,-7.963319,0.0
0,False,True,Primary,Wholesale,acquisition_100%,0.112322,0.0
1,False,True,Machinery,Other,acquisition_stake_increased,-0.05075,36.02
0,True,True,Other,Other,acquisition_100%,0.055814,0.0
1,True,True,Other,Other,acquisition_100%,-0.02281,0.0
0,True,False,Primary,Primary,acquisition_100%,0.252642,0.0
0,True,False,Gas,Gas,acquisition_100%,0.019433,0.0
0,False,True,Machinery,Primary,acquisition_100%,-10.32029,0.0
0,False,True,Metals,Primary,acquisition_100%,-0.832579,0.0
0,True,True,Primary,Primary,acquisition_100%,0.138129,0.0
0,False,True,Other,Transport,acquisition_100%,0.171001,0.0
1,True,True,Other,Other,acquisition_100%,0.099723,0.0
1,True,True,Primary,Primary,acquisition_100%,0.051461,0.0
1,False,True,Other,Construction,acquisition_100%,0.154979,0.0
1,False,True,Other,Primary,acquisition_100%,0.09818,0.0
1,False,True,Other,Transport,acquisition_100%,0.127887,0.0
1,True,True,Other,Other,acquisition_100%,-0.002435,0.0
1,False,True,Machinery,Other,acquisition_100%,-0.397004,0.0
1,False,True,Other,Other,acquisition_other%,-0.430751,0.0
1,True,True,Other,Other,acquisition_100%,-0.034123,0.0
1,True,True,Other,Other,acquisition_100%,-4.068182,0.0
1,True,True,Metals,Metals,acquisition_100%,-2.005938,0.0
1,True,True,Other,Other,acquisition_100%,-0.807739,0.0
1,True,True,Other,Other,merger,-0.029891,0.0
1,True,True,Other,Other,acquisition_100%,-0.005229,0.0
1,True,True,Metals,Metals,acquisition_100%,-0.189723,9.713
1,False,True,Other,Wholesale,acquisition_100%,0.045174,0.0
0,True,True,Other,Other,acquisition_100%,0.006267,0.0
1,True,True,Chemicals,Chemicals,acquisition_100%,-0.280966,0.0
0,True,True,Other,Other,acquisition_100%,0.02262,0.0
1,True,True,Other,Other,acquisition_100%,-0.003812,0.0
0,False,True,Other,Primary,acquisition_100%,0.161358,0.0
1,True,True,Primary,Primary,acquisition_100%,0.068325,0.0
0,False,True,Other,Education,acquisition_100%,0.145978,0.0
1,True,True,Other,Other,acquisition_100%,0.048652,0.0
1,False,False,Metals,Other,acquisition_100%,-0.224233,0.0
1,True,True,Other,Other,acquisition_100%,-1.580008,0.0
1,False,True,Publishing,Other,acquisition_100%,-2.207605,0.0
0,True,True,Other,Other,acquisition_100%,-0.139187,0.0
1,True,True,Transport,Transport,acquisition_100%,0.027512,0.0
1,True,True,Other,Other,acquisition_100%,-0.026631,0.0
1,True,True,Other,Other,acquisition_100%,0.033355,0.0
0,True,True,Other,Other,acquisition_100%,-1.696534,0.0
1,True,True,Other,Other,merger,0.02071,0.0
0,True,True,Primary,Primary,acquisition_100%,0.000128,0.0
1,True,True,Other,Other,acquisition_100%,-3.546537,0.0
1,False,True,Other,Primary,acquisition_100%,-0.452349,0.0
1,True,True,Other,Other,acquisition_100%,-3.28133,0.0
1,True,True,Publishing,Other,acquisition_100%,-0.473357,0.0
0,False,True,Metals,Other,acquisition_100%,-6.643836,0.0
1,True,True,Other,Other,acquisition_100%,0.055702,0.0
1,False,False,Other,Other,acquisition_other%,0.043606,0.0
1,False,True,Primary,Other,acquisition_100%,0.072607,0.0
1,False,True,Machinery,Other,acquisition_100%,0.015951,0.0
1,False,True,Transport,Other,acquisition_other%,0.003659,0.0
1,True,True,Other,Other,acquisition_other%,0.001902,0.0
1,True,True,Other,Other,acquisition_100%,-0.223181,0.0
1,True,True,Other,Other,acquisition_100%,-0.373988,0.0
0,False,True,Other,Machinery,acquisition_other%,0.036337,0.0
1,True,True,Other,Other,acquisition_100%,-3.907146,0.0
0,True,True,Other,Other,acquisition_100%,-0.28445,0.0
1,True,True,Other,Other,acquisition_100%,-6.639756,0.0
1,True,True,Other,Other,acquisition_100%,-10.743119,0.0
0,False,True,Other,Metals,acquisition_100%,-0.188517,0.0
1,True,True,Other,Other,merger,-0.014009,0.0
1,False,True,Metals,Other,acquisition_100%,-3.175219,0.0
1,False,True,Other,Machinery,acquisition_100%,-0.1773,0.0
1,True,True,Other,Other,acquisition_100%,-0.286633,0.0
0,False,True,Chemicals,Other,acquisition_100%,-2.041894,0.0
1,True,False,Other,Other,acquisition_100%,-0.005516,0.0
1,True,True,Other,Other,acquisition_100%,0.065686,0.0
1,True,True,Primary,Primary,acquisition_100%,-0.375141,0.0
1,True,True,Machinery,Machinery,acquisition_100%,-0.071334,0.0
1,True,True,Other,Other,acquisition_100%,-1.292715,0.0
1,True,True,Other,Other,acquisition_100%,-2.712627,0.0
1,True,True,Wholesale,Wholesale,acquisition_100%,-0.080931,0.0
1,True,True,Other,Other,acquisition_100%,-0.017097,0.0
1,True,True,Primary,Primary,acquisition_100%,-0.160167,0.0
1,False,True,Chemicals,Other,acquisition_100%,-0.132132,0.0
1,True,True,Other,Other,acquisition_100%,0.10461,0.0
1,True,True,Other,Other,acquisition_100%,-0.488757,0.0
0,True,True,Metals,Metals,acquisition_100%,-0.486848,0.0
1,True,True,Other,Other,acquisition_100%,0.10461,0.0
1,True,True,Other,Other,acquisition_100%,0.10461,0.0
1,True,True,Other,Other,merger,-0.023029,0.0
1,True,True,Other,Other,acquisition_100%,-6.399566,0.0
0,True,True,Other,Other,acquisition_other%,0.041022,0.0
1,False,True,Machinery,Other,acquisition_100%,-0.177405,0.0
0,True,True,Other,Other,acquisition_100%,-0.026353,0.0
1,True,True,Other,Other,acquisition_100%,-0.010672,0.0
1,False,True,Metals,Other,acquisition_100%,-12.1,0.0
1,True,True,Metals,Metals,acquisition_100%,-0.226562,0.0
0,True,True,Chemicals,Chemicals,acquisition_100%,-0.155586,0.0
0,False,True,Machinery,Other,acquisition_100%,0.122298,0.0
0,True,True,Other,Other,acquisition_100%,-0.013888,0.0
0,False,True,Primary,Metals,acquisition_100%,-0.277067,0.0
1,True,True,Other,Other,acquisition_other%,0.017637,0.0
1,True,True,Other,Other,merger,0.008357,0.0
0,False,False,Metals,Other,acquisition_100%,-1.947867,0.0
0,False,True,Other,Metals,acquisition_100%,-0.122619,0.0
0,True,True,Construction,Construction,acquisition_100%,0.113338,0.0
0,False,True,Metals,Other,acquisition_100%,-2.382312,0.0
0,True,True,Other,Other,acquisition_100%,-0.012787,0.0
1,True,True,Other,Other,acquisition_100%,0.090832,0.0
0,False,True,Metals,Machinery,acquisition_100%,-0.215624,0.0
1,False,True,Other,Construction,acquisition_other%,0.253574,0.0
1,True,True,Other,Other,acquisition_100%,-0.01207,0.0
0,True,True,Chemicals,Chemicals,acquisition_other%,0.090806,0.0
1,False,True,Other,Other,acquisition_100%,0.075639,0.0
1,False,True,Other,Other,acquisition_100%,0.031026,0.0
1,True,True,Construction,Construction,acquisition_100%,0.083498,0.0
0,True,False,Other,Other,acquisition_100%,-0.000951,0.0
1,True,True,Other,Other,acquisition_100%,0.022743,0.0
1,False,False,Gas,Other,acquisition_100%,-0.28784,0.0
1,True,True,Other,Other,acquisition_100%,-0.103428,0.0
1,False,True,Machinery,Other,acquisition_100%,0.116886,0.0
1,True,True,Other,Other,acquisition_100%,0.06026,0.0
